"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Pertussis","All cases","Age standardised rate","N/100000","2009","AT","Austria",2.240297090,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","BE","Belgium",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","BG","Bulgaria",3.812530620,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","CY","Cyprus",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","CZ","Czechia",10.360370670,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","DK","Denmark",9.251699570,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","EE","Estonia",48.889057840,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","EL","Greece",0.262404840,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","ES","Spain",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","EUEEA30_21","EU/EEA (without UK)",6.870087000,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","EUEEAUK_21","EU/EEA (with UK until 2019)",5.888149000,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","FI","Finland",5.048819860,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","FR","France",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","HR","Croatia",2.365233150,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","HU","Hungary",0.340154750,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","IE","Ireland",1.269858050,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","IS","Iceland",0.000000000,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","IT","Italy",1.226787090,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","LT","Lithuania",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","LU","Luxembourg",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","LV","Latvia",0.435181710,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","MT","Malta",0.000000000,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","NL","Netherlands",38.436787130,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","NO","Norway",112.445665950,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","PL","Poland",6.382188050,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","PT","Portugal",0.637757410,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","RO","Romania",0.050053100,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","SE","Sweden",2.961441660,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","SI","Slovenia",25.342352930,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","SK","Slovakia",5.162639880,""
"Pertussis","All cases","Age standardised rate","N/100000","2009","UK","United Kingdom",1.329043030,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","AT","Austria",5.376369540,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","BE","Belgium",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","BG","Bulgaria",0.774374740,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","CY","Cyprus",0.000000000,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","CZ","Czechia",7.188850450,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","DK","Denmark",6.424340930,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","EE","Estonia",99.350053190,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","EL","Greece",0.606094510,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","ES","Spain",1.565792500,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","EUEEA30_21","EU/EEA (without UK)",5.391625000,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",4.575371000,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","FI","Finland",6.442692000,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","FR","France",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","HR","Croatia",1.081197390,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","HU","Hungary",0.250804360,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","IE","Ireland",1.969293870,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","IS","Iceland",0.000000000,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","IT","Italy",0.871607460,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","LT","Lithuania",0.594449690,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","LU","Luxembourg",0.000000000,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","LV","Latvia",0.502953080,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","MT","Malta",0.000000000,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","NL","Netherlands",22.214844030,""
"Pertussis","All cases","Age standardised rate","N/100000","2010","NO","Norway",71.555547970,""
