"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","CY","Cyprus",0.114123560,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","CZ","Czechia",0.436155190,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","DE","Germany",4.436284820,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","EE","Estonia",14.249020340,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","EL","Greece",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","ES","Spain",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","EU27_21","EU (without UK)",5.503302000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","EU27_UK_21","EU (with UK until 2019)",5.986490000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","EUEEA30_21","EU/EEA (without UK)",5.531755000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","EUEEAUK_21","EU/EEA (with UK until 2019)",5.996994000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","FI","Finland",5.375970580,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","HR","Croatia",1.283593610,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","HU","Hungary",1.136957850,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","IE","Ireland",4.243929540,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","IS","Iceland",5.152657710,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","LT","Lithuania",0.350296670,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","LU","Luxembourg",0.000000000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","LV","Latvia",3.986613500,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","MT","Malta",1.017414060,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","NO","Norway",6.549419150,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","PT","Portugal",0.315568150,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","RO","Romania",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","SE","Sweden",14.933120820,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","SI","Slovenia",2.603426050,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","SK","Slovakia",5.268752450,""
